ID,Market,Ticker,Start Date (ET),Closed Date (ET)
4558,Who will place 2nd in the 2018 Mexican presidential election?,2ND.MEX.2018,2018-06-25 20:00:00.000,2018-07-02 11:51:16.383
3894,Who will be elected president of Mexico in 2018?,MEX.2018,2017-11-16 19:00:00.000,2018-07-02 11:50:15.087
4546,Will People's Alliance win a majority in Turkish parliamentary election?,PA.TURKEY2018,2018-06-21 20:00:00.000,2018-06-30 08:14:53.873
4545,Will Erdoğan win outright majority in 1st round Turkish presidential election?,MAJ.TURKEY2018,2018-06-21 20:00:00.000,2018-06-26 10:51:46.790
4182,Who will be elected president of Colombia in 2018?,COLOMBIA.2018,2018-02-28 19:00:00.000,2018-06-19 16:24:51.793
4473,Who will be elected San Francisco mayor in 2018 special election?,SF.2018,2018-06-03 20:00:00.000,2018-06-14 09:11:09.313
4372,Who will win the GOP primary in Ohio's 12th District 2018 general election?,RNOM.OH12.2018,2018-05-02 20:00:00.000,2018-05-31 10:01:54.507
4370,Who will win the GOP primary in Ohio's 12th District 2018 special election?,RNOM.OH12S.2018,2018-05-02 20:00:00.000,2018-05-31 10:00:53.617
4373,Who will win the Democratic primary in Ohio's 12th District 2018 general election?,DNOM.OH12.2018,2018-05-02 20:00:00.000,2018-05-09 09:12:00.247
4371,Who will win the Democratic primary in Ohio's 12th District 2018 special election?,DNOM.OH12S.2018,2018-05-02 20:00:00.000,2018-05-09 09:10:59.073
3953,Which party will win the AZ-08 2018 special election to replace Trent Franks?,AZ08.2018,2017-12-10 19:00:00.000,2018-04-25 13:24:08.117
4273,Who will win the Spring 2018 Wisconsin Supreme Court election?,SCWI.2018,2018-04-01 20:00:00.000,2018-04-05 11:20:09.503
4170,Who will place 2nd in the 1st round of the 2018 Russian presidential election?,2ND.RUSSIA.2018,2018-02-22 19:00:00.000,2018-03-23 12:55:40.223
3766,Which party will win the House of Representatives special election in Pennsylvania's 18th district?,SPEC.PA18,2017-10-08 20:00:00.000,2018-03-22 08:30:37.103
4147,Who will win the 2018 State House special election in Mississippi's 60th District?,060.MSH.2018,2018-02-14 19:00:00.000,2018-03-15 12:14:37.873
4148,Who will win the 2018 State House special election in Kentucky's 49th District?,049.KYH.2018,2018-02-14 19:00:00.000,2018-02-28 10:09:42.673
4051,Who will win the Republican primary in Arizona's 8th District 2018 special election?,RNOM.AZ08S.2018,2018-01-15 19:00:00.000,2018-02-28 10:08:42.220
3827,Who will be elected NYC council speaker in January 2018?,SPK.NYC.2018,2017-10-29 20:00:00.000,2018-02-01 09:38:04.047
3938,Who will be elected president of the Czech Republic in 2018?,CZECH.2018,2017-12-04 19:00:00.000,2018-01-27 22:34:01.707
3822,Who will be elected president of Honduras in 2017?,HONDURAS.2017,2017-10-26 20:00:00.000,2018-01-02 12:42:36.940
3909,Will early elections in Germany be called by December 31?,EARLY.GERMANY.2017,2017-11-21 19:00:00.000,2018-01-01 11:13:54.193
2461,Who will be elected German chancellor in 2017?,CHANCELLOR.GERMANY.2017,2016-09-06 20:00:00.000,2018-01-01 10:36:02.930
2979,Who will win the 2017 Liberian presidential election?,LIBERIA.2017,2017-02-14 19:00:00.000,2017-12-29 16:46:43.847
3922,How many counties will Moore win in Alabama's special Senate election?,MCOUNTIES.ALSEN17,2017-11-28 19:00:00.000,2017-12-28 17:40:59.093
3966,Which write-in candidate received the most votes in the 2017 U.S. Senate special election in Alabama?,TOPWI.ALSEN.2017,2017-12-13 19:00:00.000,2017-12-28 17:28:54.630
3868,Which party will win the 2017 U.S. Senate special election in Alabama?,PARTY.ALSEN.18,2017-11-09 19:00:00.000,2017-12-28 16:56:46.373
3299,Who will win the 2017 U.S. Senate special election in Alabama?,ALSEN.2017,2017-05-22 20:00:00.000,2017-12-28 16:54:26.450
3783,Who will be elected Atlanta mayor in 2017?,ATL.2017,2017-10-15 20:00:00.000,2017-12-21 09:04:16.183
3817,Who will be elected president of Chile in 2017?,CHILE.2017,2017-10-25 20:00:00.000,2017-12-18 10:37:01.127
3904,Will Moore win Madison County in Alabama's special Senate election?,MADI.ALSEN17,2017-11-20 19:00:00.000,2017-12-13 12:39:44.867
3903,Will Moore win Mobile County in Alabama's special Senate election?,MOBI.ALSEN17,2017-11-20 19:00:00.000,2017-12-13 12:38:43.803
3899,What will total write-in vote share be for the 2017 U.S. Senate special election in Alabama?,WI.ALSEN.2017,2017-11-19 19:00:00.000,2017-12-13 12:37:42.207
3874,Will Moore win Montgomery County in Alabama's special Senate election?,MONT.ALSEN17,2017-11-12 19:00:00.000,2017-12-13 12:36:40.783
3873,Will Moore win Jefferson County in Alabama's special Senate election?,JEFF.ALSEN17,2017-11-12 19:00:00.000,2017-12-13 12:35:40.067
3498,Who will be elected New Orleans mayor in 2017?,NOLA.2017,2017-07-19 20:00:00.000,2017-11-21 12:17:58.327
3818,Will anyone win an outright majority in Chile's first-round presidential election?,MAJ.CHILE.2017,2017-10-25 20:00:00.000,2017-11-20 11:32:42.267
3784,Will LDP coalition win 310+ seats in 2017 Japanese House of Reps election?,LDP.SUPERMAJ.2017,2017-10-15 20:00:00.000,2017-11-13 11:14:33.730
2779,Who will be elected Seattle mayor in 2017?,MAYOR.SEATTLE.2017,2016-11-22 19:00:00.000,2017-11-08 20:54:52.607
2777,Who will be elected Minneapolis mayor in 2017?,MAYOR.MINNE.2017,2016-11-22 19:00:00.000,2017-11-08 20:53:49.353
3298,Who will win the 2017 House of Representatives special election in Utah's 3rd District?,UT3.2017,2017-05-21 20:00:00.000,2017-11-08 10:08:26.130
3826,Who will be elected St. Petersburg mayor in 2017?,STP.2017,2017-10-29 20:00:00.000,2017-11-08 08:57:21.277
3499,Who will be elected Miami mayor in 2017?,MIAMI.2017,2017-07-19 20:00:00.000,2017-11-08 08:55:19.230
